213.203.143.153/c069019	83000130696
62.77.55.13/c064036/hh/index.php	81001430644
comune.gergei.ca.it	81000230912
www.comune.arta-terme.ud.it	84001010309
www.comune.attimis.ud.it	00343650305
www.comune.azzanodecimo.pn.it	80001730938
www.comune.cannetopavese.pv.it	84000510184
www.comune.cortedecortesiconcignone.cr.it	00316550193
www.comune.forni-avoltri.ud.it	84001050305
www.comune.gonars.ud.it	81000970301
www.comune.grimacco.ud.it	00517610309
www.comune.marsicovetere.pz.it	80004590768
www.comune.montescano.pv.it	84000670186
www.comune.morazzone.va.it	00248270126
www.comune.morroreatino.ri.it	00108310574
www.comune.ospedalettoeuganeo.pd.it	82002370284
www.comune.roccasantamaria.te.it	80005510674
www.comune.sangiorgiodinogaro.ud.it	00349150300
www.comune.tavoleto.pu.it	00352410419
www.comune.valva.sa.it	82004670657
www.comunebusetopalizzolo.gov.it	80004060812
agnanacalabra.asmenet.it	81000610808
ambientale.org	01976140564
belsito.asmenet.it	80005990785
cardito.asmenet.it	80103860633
carpanzano.asmenet.it	00404190787
castellettodorba.org	00162850069
castellodelmatese.gov.it	82000400612
castelnuovocilento.eu	84001270655
castelnuovodiconza.gov.it	82003550652
comune.airole.im.it	00238700082
comune.andrate.to.it	84003370016
comune.angrogna.to.gov.it	01451180010
comune.armento.pz.it	81000210765
comune.ascrea.ri.it	00113650576
comune.aurigo.im.it	00249310087
comune.baiso.re.it	80019170358
comune.balzola.al.it	00450010061
comune.belfiore.vr.it	83000210233
comune.bellinzagolombardo.mi.it	01554230159
comune.belvedere-marittimo.cs.it	00346830789
comune.bisegna.aq.it	00213000664
comune.bogliasco.ge.it	83011520109
comune.bognanco.vb.it	00423230036
comune.bonifati.cs.it	00390090785
comune.borgomezzavalle.vb.it	02476150038
comune.borore.nu.it	00155020910
comune.bortigiadas.ot.it	82005930902
comune.bosio.al.it	00368260063
comune.boville-ernica.fr.it	80002590604
comune.bruzolo.to.it	01375760012
comune.buriasco.to.it	85002970011
comune.buscemi.sr.it	80000810897
comune.cagnanoamiterno.aq.it	80003670660
comune.caldonazzo.tn.it	81001190222
comune.cameratanuova.rm.it	86001610582
comune.camisano.cr.it	00307000190
comune.campofiorito.pa.it	84000210827
comune.camporotondodifiastrone.mc.it	00243720430
comune.caposele.av.it	00228820643
comune.carlentini.sr.it	00192920890
comune.carunchio.ch.it	83000010690
comune.casalettospartano.sa.it	84001470651
comune.casalvieri.fr.it	82000630606
comune.casirate.bg.it	84002230161
comune.castegnero.vi.it	00528860240
comune.casteldiieri.aq.it	00235390663
comune.castelmezzano.pz.it	80006950762
comune.castelnuovomagra.sp.it	00115020117
comune.castelnuovonigra.to.it	83501890012
comune.castridilecce.le.it	80011350750
comune.cavallirio.novara.it	82000490035
comune.cavriago.re.it	00446040354
comune.cervaradiroma.rm.it	86000210582
comune.chiaverano.to.it	02195200015
comune.cimina.rc.it	81001890805
comune.civiasco.vc.it	82000770022
comune.cocullo.aq.it	00218020667
comune.comano.ms.it	81001390459
comune.corenoausonio.fr.it	81003630605
comune.corigliano,le,it	83001150750
comune.cossignano.ap.it	00377760442
comune.cottanello.it	00100630573
comune.curcuris.or.it	80006660957
comune.dambel.tn.it	83005270224
comune.dipignano.cs.it	98040560785
comune.eraclea.ve.it	84002090276
comune.esine.bs.it	81002230175
comune.esporlatu.ss.it	81000590901
comune.ferruzzano.rc.it	81001930809
comune.filignano.is.it	00062380944
comune.filogaso.vv.it	00371570797
comune.fiumefreddobruzio.cs.it	86001150787
comune.fontanigorda.ge.it	00909790107
comune.fossacesia.ch.it	00182910695
comune.francica.vv.it	00323010793
comune.gabiano.al.it	00449090067
comune.gemonio.va.it	00273580126
comune.genuri.vs.it	82001570926
comune.girifalco.cz.it	00297440794
comune.giustenice.sv.it	00336100094
comune.giusvalla.sv.it/home	92008210095
comune.grisolia.cs.it	00431430784
comune.guamaggiore.ca.it	80008970925
comune.guardavalle.cz.it	84001010796
comune.inveruno.mi.it	01490870159
comune.ischiadicastro.it	00188400568
comune.isolabella.to.it	84502050010
comune.laurino.sa.it	84000510655
comune.lenola.lt.it	81003310596
comune.longonesabino.ri.it	00104390570
comune.loretoaprutino.pe.it	00127900686
comune.macello.to.it	85009840019
comune.malvito.cs.it	80003430784
comune.manoppello.pe.it	81000530683
comune.mascali.ct.it	83002130876
comune.mazzarino.cl.it	00067840850
comune.mercatinoconca.pu.it	82001990413
comune.mergozzo.vb.it/comhome.asp	84003060039
comune.mombaldone.at.it	00207360058
comune.montedinove.ap.it	00360220446
comune.montemezzo.co.it	00711160135
comune.montepaone.cz.it	00297260796
comune.monterossocalabro.vv.it	00363920794
comune.montesangiovanni.ri.gov.it	00107990574
comune.moretta.cn.it	02435150046
comune.mottafollone.cs.it	92010730783
comune.muravera.ca.it	80000630923
comune.musei.ci.it	00528900921
comune.muzzanadelturgnano.ud.it	83000510301
comune.neviano-degli-arduini.it	00215930348
comune.noragugume.nu.it	83000470910
comune.ospedalettolodigiano.lo.it	82501480154
comune.padenghesulgarda.bs.it	00855780177
comune.paganicosabino.ri.it	00113470579
comune.palagianello.ta.it	80010830737
comune.pescaglia.lu.it	80003910462
comune.pescocostanzo.aq.it	82000530665
comune.petrizzi.cz.it	00298100793
comune.pettineo.me.it	85000240839
comune.piedimulera.vb.it	00421730037
comune.pietranico.pe.it	00221280688
comune.piobesidalba.cn.it	00318930047
comune.piode.vc.it	82001350022
comune.placanica.rc.it	81000870808
comune.plesio@pec.regione.lombardia.it	00500500137
comune.portoazzurro.li.it	82001830494
comune.portovenere.sp.it	00235390119
comune.prepotto.ud.it	80010310300
comune.rapagnano.fm.it	00358210441
comune.rivisondoli.aq.it	82000050664
comune.rivodutri.ri.it	00108820572
comune.roccasantostefano.rm.it	02871970584
comune.rodigarganico.info	84000870711
comune.salandra.mt.it	80001400771
comune.salmour.cn.it	00367410040
comune.san-gregorio-di-catania.ct.it	93006870872
comune.sanbenedettodeimarsi.aq.it	81002890663
comune.sanbiase.cb.it	00202560702
comune.sancono.ct.it	82001910874
comune.sandamianomacra.cn.it	00521810044
comune.sanmartinocanavese.to.it	84003870015
comune.sanmartinoinrio.re.it	00441100351
comune.sanmartinosannita.bn.it	80000790628
comune.sansalvatoredifitalia.me.it	84004140830
comune.sansossiobaronia.av.it	81001090646
comune.sansosti.cs.it	00395970783
comune.santadomenicatalao.cs.it	00383810785
comune.santafiora.gr.it	80004210532
comune.santilariodelloionio.rc.it	81000550806
comune.sanvincenzolacosta.cs.it	00395370786
comune.saponara.me.it	00396920837
comune.sarmede.tv.it	84000870265
comune.satriano.pz.it	00135250769
comune.sennariolo.or.it	00073530958
comune.serdiana.ca.it	80002650929
comune.serina.bg.it	00342670163
comune.setzu.vs.it	82001290921
comune.seui.og.it	00155310915
comune.siapiccia.or.it	80003110956
comune.sicignanodeglialburni.sa.it	00566190658
comune.solferino.mn.it	00206590200
comune.soliera.mo.it/servizi/notizie/notizie_homepage.aspx	00221720360
comune.soraga.tn.it	00334870227
comune.spinete.cb.it	00197250707
comune.stimigliano.ri.it	00094130572
comune.suvereto.li.it	00218220499
comune.tarano.ri.it	80012470573
comune.teana.pz.it	82000550762
comune.tenna.tn.it	00159330224
comune.terralba.or.it	00063150957
comune.torriinsabina.ri.it	00110270576
comune.tufara.cb.it	80004350700
comune.ussaramanna.vs.it	82001030921
comune.ustica.pa.it	00491510822
comune.uta.ca.it	80009610926
comune.valdina.me.it	82001480837
comune.valpratosoana.to.it	02216150017
comune.vazzano.vv.it	00333020790
comune.vigasio.vr.it	80014290235
comune.villafrancasicula.ag.it	83001990841
comune.villafrati.pa.it	86000950823
comune.villasantangelo.aq.it	80002590661
comune.villettabarrea.aq.it	82000370666
comune.vinzaglio.no.it	80001470030
comune.viola.cn	00539480046
comuneazzanosanpaolo.gov.it	00681530168
comunecasignana.rc.it	81001110808
comunecastiglionemessermarino.ch.it	83000170692
comunecianciana.gov.it	80003630847
comunecirigliano.it	83000370771
comunecollaltosabino.rieti.it	00113140578
comunecollegiove.it	00113130579
comunedicastelcastagna.gov.it	80006810677
comunedilicenza.it	86002870581
comunedomanico.cs.it	00250850781
comunemezzanego.it	82002550109
comunemilitello.it	00243240876
comunemurialdo.it	00338310097
comuneolcenengo.it	80003330026
comunepradalunga.it	80006370169
comunesanbasile.cs.it	00362320780
comunestignano.it	81001010800
comunevalerafratta.it	84503080156
comunevillafrancainlunigiana.it	00105700454
consorziotpl.it	93014780584
cropani.asmenet.it	00304310790
digilander.libero.it/comune.carrosio	83000350062
egov.hseweb.it/bonefro/hh	00060670700
grimaldi.asmenet.it	80004590784
www.comunedilentella.it	83000350690
www.comunedisassetta.net	80015700497
www.comune.ottati.sa.it	00547700658
www.comune.magisano.cz.it	00279600795
www.comune.saracinesco.rm.it	86001790582
www.comune.sancalogero.vv.it	00337960793
www.comune.sangregoriomatese.ce.it	82001170610
www.comune.torrenova.me.it	95001680834
comunedipico.fr.it	81003670601
halleyweb.com/c010037/zf/index.php/trasparenza/index/index	00401180104
pedivigliano.asmenet.it	80003330786
vobbia.unionedelloscrivia.ge.it	00903710101
www.comune-casalmorano.info	00314350190
www.comune.arsie.bl.it/myportal/c_a443/home	00207780255
www.comune.borgoamozzano.lucca.it	80003890466
www.comune.cansano.aq.it/hh/index.php	00180400665
www.comune.casapinta.bi.it	83000370029
www.comune.castelsantangelosulnera.mc.it	00242630432
www.comune.celledibulgheria.sa.it	84001600653
www.comune.chiusadipesio.cn.it	00563200047
www.comune.colmurano.mc.it	00267160430
www.comune.cortemilia.cn.it/home/tabid/23611/default.aspx	00291520047
www.comune.crispiano.ta.it	80008910731
www.comune.domegge.bl.gov.it	00185910254
www.comune.fonzaso.bl.it/myportal/c_d686/home	00207040254
www.comune.frascati.rm.it	84000770580
www.comune.greccio.ri.it	00109830570
www.comune.joppologiancaxio.ag.it	00250320843
www.comune.marrubiu.or.it	80001090952
www.comune.masio.al.it	00389910068
www.comune.montegrossodasti.at.it/servizi/notizie/notizie_homepage.aspx	82000150050
www.comune.quindici.av.it	80005710647
www.comune.rodengo-saiano.bs.it	00632150173
www.comune.ruoti.pz.it	80002470765
www.comune.sangiorgiobigarello.mn.it	80004610202
www.comune.sangiovanniincroce.cr.it	00304470198
www.comune.scido.rc.it	82000950806
www.comune.serino.av.it	00118430644
www.comune.sovramonte.bl.it	00161060256
www.comune.taceno.lc.it	00568130132
www.comune.teano.ce.it	80005990611
